category,page_url,picture_url,title,company,work,qualification,favor,welfare,skill_stack,place,money,employee,first_cleaned_welfare,first_cleaned_works
웹 퍼블리셔,https://www.wanted.co.kr/wd/65886,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F14394%2F0wgzxneu778k1xsf__1080_790.jpg&w=1000&q=75,웹 퍼블리셔,콘센트릭스서비스코리아,"-Web(PC/모바일) 사이트 개선 및 운영
-웹표준 및 웹접근성에 기반을 둔 시멘틱 마크업
-Javascript, Jquery를 활용한 동적 UI 개발","- 경력 : 해당경력으로 6년 이상 
- 직급 : 대리, 과장","- Vue.js, React 구축 프로젝트 경험자 우대
- 프로젝트 리딩 경력 (PL경력)
- 대형사이트 구축 및 운영 경력
- 프로젝트 구성원들과의 원활한 커뮤니케이션 가능자","콘센트릭스는 아래와 같은 혜택을 구성원들과 함께 나눈답니다 !

• 영어교육비 매월 10만원 지원
• 종합/일반 건강검진 지원
• 독감예방접종
• 명절선물지급
• 경조금, 경조휴가 지원
• 연장근무 저녁식대 지원
• 연장근무 택시비 지원
• 우수사원 및 장기근속자 포상
• 단체상해보험가입
• 주택대출이자지원
• 인센티브 지급
• 사내추천시 보너스 지급","Java
Python
SQL
AWS
MS 오피스
Active Directory
Windows 서버
Office 365
EC2
GCP
SharePoint Server",용산구 한강대로 95 래미안용산더센트럴 A동 301호,3259,1,콘센트 릭스 혜택 영어 교육비 매월 종합 일반 건강검진 독감 예방접종 명절 선물 조휴 연장 저녁 식대 연장 택시 우수 사원 장기 근속 포상 상해 보험 가입 주택 대출 이자지 추천 보너스,Web PC Jquery UI 모바일 사이트 개선 웹표준 웹접근성 두다 마크
웹 퍼블리셔,https://www.wanted.co.kr/wd/122385,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F4095%2Fyordqgyngzdohelg__1080_790.jpg&w=1000&q=75,WordPress 워드프레스 사이트 운영/개발자,패스트뷰,"• WordPress 플랫폼 기반 웹 퍼블리싱 업무
• WordPress 테마, 플러그인 등 관리
• WordPress 사이트 콘텐츠 마이그레이션, 크롤링 등 전반적인 운영 및 개발 업무
• 구글과 협력해서 AMP, PMA & A2HS, SiteKit 등 운영 및 GA, Google search console,
   Google News Publisher 등 운영
• AWS 서버설정 및 유지보수
• 네트워크 광고 관리 및 운영","• WordPress 활용한 개발 경력 및 프로젝트 경험이 있는 분
• PHP / CSS / javascript 사용에 경험 있으신 분
• 사이트 개발 및 운영관리 경험이 있으신 분
• 자사 플랫폼 사이트 리뉴얼 및 유지보수가 가능한 분
• 기본적인 AWS 서버 세팅부터 관리 및 유지보수가 가능한 분","• RSS, API 연동 가능
• 구글 애드센스, 데이블 등 광고 운영 경험
• 워드프레스 제작 경험
• MS오피스, 구글닥스, 포토샵 등 편집툴 활용능력
• 오버커뮤니케이션을 지향하고 협업을 위한 소통에 적극적이신 분
• 긍정적인 마인드 소유자","""패스트뷰는 매년 트렌디한 인사제도와 혜택을 업데이트하고 있습니다.""


1. 우리는 이런 기업문화를 가지고 있어요.

• 직급을 간소화 하고 ""님""자 호칭 사용으로 수평적인 커뮤니케이션 문화를 운영 해요.
• 개개인에게는 항상 최고의 보상을 해드려야 한다고 생각해요.
• 성과에 따른 공정하고 투명한 보상이 중요하다고 생각해요.
• 회사의 성장에 맞춰서 개인이 함께 성장해야 한다고 생각해요.
• 서로 배울 수 있는 동료가 많은 회사를 만들어가고 싶어요.


2. 우리는 이런 환경에서 일해요

• 강남역 4번 출구 도보 30초 거리의 패스트파이브 강남2호점에 위치해요.
• 자유로운 복장으로 자유롭게 일해요.
• 팀 활동비 지급으로 팀원간 소통을 지향해요
• 최고의 사무 공간과 최신 사양의 Mac 혹은 노트북, 데스크탑, 듀얼 모니터 등 아낌없이 지원해요


3. 우리는 이런 복지를 제공해요

• 편의점급 무료 스넥바를 제공해요
  (당 충전을 위해 컵과일, 라면, 컵밥, 과자, 음료, 커피 등 무제한 제공)
• 업무 관련 도서 및 온라인 교육비를 지원해 드려요
• 직무 관련 컨퍼런스 및 외부 교육 참여를 지원해 드려요
• 반차 반반차 사용으로 자유로운 연차 활용이 가능해요
• 경조사비 지급 및 경조휴가를 제공해요
• 출산.육아휴직을 남.여 무관하게 지원해요
• 뜻깊은 명절을 가족과 보내는데 보탬이 되기 위하여 명절 선물 및 귀성여비를 지급해요


4. 우리의 이렇게 보상해요 

• 공정하고 투명한 평가하고 매월 KPI 달성에 따른 10~100만원 이상의 상여금을 지급해요
• 매월 MVP를 선정해 10~40만원의 상여금을 지급해요
• 탁월한 성과는 업계 최고의 연봉으로 보상합니다.


5. 우리는 이런 동료와 함께 일하고 싶어요

• 스스로 할 일을 선택하고 결정하실 수 있는 분
• 본인의 전문 분야에서 최고라고 자부하시는 분
• 우리가 만드는 서비스가 업계 1위가 될 거라는 자신감이 있는 분","WordPress
Git
Azure
MongoDB
React
VueJS
Kotlin
AWS
Docker
RDBMS
NodeJS
Spring Framework
Apache Kafka
RESTful Architecture
React.js
React Native
Spring Boot",서울특별시 강남구 강남대로 364 미왕빌딩 12층,3720,95,Mac KPI MVP 매년 트렌디 인사 혜택 업데이트 가지 직급 간소화 호칭 수평 커뮤니케이션 개개인 항상 최고 보상 성과 공정하다 투명하다 보상 중요하다 성장 맞추다 개인 성장하다 서로 배우다 많다 싶다 일해 강남역 출구 도보 거리 파이브 강남 호점 자유롭다 복장 자유롭다 일해 소통 지향 최고 사무 공간 최신 사양 노트북 데스크탑 듀얼 모니터 아낌없이 복지 편의점 무료 스넥바 충전 과일 라면 컵밥 과자 음료 커피 무제한 도서 온라인 교육비 직무 컨퍼런스 외부 교육 자유롭다 연차 사비 휴가 출산 육아휴직 무관 깊다 명절 가족 보내다 보탬 명절 선물 여비 보상 공정하다 투명하다 평가 매월 달성 상여금 매월 선정 상여금 탁월하다 성과 업계 최고 연봉 보상 싶다 스스로 결정 전문 분야 최고 자부 업계 자신감,WordPress WordPress WordPress AMP PMA HS SiteKit GA Google search console Google News Publisher AWS 플랫폼 퍼블리싱 테마 플러그인 사이트 콘텐츠 마이 그레이 크롤 전반 구글 협력 서버 설정 유지 보수 네트워크 광고
웹 퍼블리셔,https://www.wanted.co.kr/wd/116423,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F4095%2Fyordqgyngzdohelg__1080_790.jpg&w=1000&q=75,WordPress(워드프레스) 퍼블리셔,패스트뷰,"워드프레스 바탕으로 웹사이트 운영 / 유지보수
- 광고 셋팅
- RSS 피드 연동
- 검색엔진 최적화 (SEO)","자격요건
- 경력 1년 이상
- 학력 무관
- 워드프레스 웹사이트 제작 및 유지보수 경험
- CSS / javascript / jQuery 능숙자","우대사항
- PHP 사용 가능자
- REST APL 연동 경험자
- 워드프레스 플러그인 개발 및 커스텀 가능자
- 원활한 커뮤니케이션 가능자","""패스트뷰는 매년 트렌디한 인사제도와 혜택을 업데이트하고 있습니다.""



1. 우리는 이런 기업문화를 가지고 있어요.

• 직급을 간소화 하고 ""님""자 호칭 사용으로 수평적인 커뮤니케이션 문화를 운영 해요.
• 개개인에게는 항상 최고의 보상을 해드려야 한다고 생각해요.
• 성과에 따른 공정하고 투명한 보상이 중요하다고 생각해요.
• 회사의 성장에 맞춰서 개인이 함께 성장해야 한다고 생각해요.
• 서로 배울 수 있는 동료가 많은 회사를 만들어가고 싶어요.



2. 우리는 이런 환경에서 일해요

• 강남역 4번 출구 도보 30초 거리의 패스트파이브 강남2호점에 위치해요.
• 자유로운 복장으로 자유롭게 일해요.
• 팀 활동비 지급으로 팀원간 소통을 지향해요
• 최고의 사무 공간과 최신 사양의 Mac 혹은 노트북, 데스크탑, 듀얼 모니터 등 아낌없이 지원해요



3. 우리는 이런 복지를 제공해요

• 편의점급 무료 스넥바를 제공해요
  (당 충전을 위해 컵과일, 라면, 컵밥, 과자, 음료, 커피 등 무제한 제공)
• 업무 관련 도서 및 온라인 교육비를 지원해 드려요
• 직무 관련 컨퍼런스 및 외부 교육 참여를 지원해 드려요
• 반차 반반차 사용으로 자유로운 연차 활용이 가능해요
• 경조사비 지급 및 경조휴가를 제공해요
• 출산.육아휴직을 남.여 무관하게 지원해요
• 뜻깊은 명절을 가족과 보내는데 보탬이 되기 위하여 명절 선물 및 귀성여비를 지급해요



4. 우리의 이렇게 보상해요 

• 공정하고 투명한 평가하고 매월 KPI 달성에 따른 10~100만원 이상의 상여금을 지급해요
• 매월 MVP를 선정해 10~40만원의 상여금을 지급해요
• 탁월한 성과는 업계 최고의 연봉으로 보상합니다.



5. 우리는 이런 동료와 함께 일하고 싶어요

• 스스로 할 일을 선택하고 결정하실 수 있는 분
• 본인의 전문 분야에서 최고라고 자부하시는 분
• 우리가 만드는 서비스가 업계 1위가 될 거라는 자신감이 있는 분","WordPress
Git
Azure
MongoDB
React
VueJS
Kotlin
AWS
Docker
RDBMS
NodeJS
Spring Framework
Apache Kafka
RESTful Architecture
React.js
React Native
Spring Boot",서울특별시 강남구 강남대로 364 미왕빌딩 12층,3720,95,Mac KPI MVP 매년 트렌디 인사 혜택 업데이트 가지 직급 간소화 호칭 수평 커뮤니케이션 개개인 항상 최고 보상 성과 공정하다 투명하다 보상 중요하다 성장 맞추다 개인 성장하다 서로 배우다 많다 싶다 일해 강남역 출구 도보 거리 파이브 강남 호점 자유롭다 복장 자유롭다 일해 소통 지향 최고 사무 공간 최신 사양 노트북 데스크탑 듀얼 모니터 아낌없이 복지 편의점 무료 스넥바 충전 과일 라면 컵밥 과자 음료 커피 무제한 도서 온라인 교육비 직무 컨퍼런스 외부 교육 자유롭다 연차 사비 휴가 출산 육아휴직 무관 깊다 명절 가족 보내다 보탬 명절 선물 여비 보상 공정하다 투명하다 평가 매월 달성 상여금 매월 선정 상여금 탁월하다 성과 업계 최고 연봉 보상 싶다 스스로 결정 전문 분야 최고 자부 업계 자신감,RSS SEO 워드프레스 바탕 웹사이트 유지 보수 광고 셋팅 피드 연동 검색 엔진 최적화
웹 퍼블리셔,https://www.wanted.co.kr/wd/55463,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F16406%2Fg0zeykhf2aa0uzhw__1080_790.jpg&w=1000&q=75,웹/앱 퍼블리셔,이너뷰,"• SI 프로젝트 퍼블리싱 작업
• 카페24 클라이언트 홈페이지 유지보수 
  카페24 모듈에 특화된 커스터마이징 및 스크립트 작업","• 카페24 퍼블리싱 유경험자
• SI 프로젝트 유경험자","• 다양한 스크립트 작업 (ajax 사용, 배열 처리)
• 카페24 모듈에 대한 개념 이해","• 야간 교통비지급
• 자유로운 연차 사용
• 점심식사 제공

[근무 및 급여조건]
• 급여 : 협의 진행
• 채용 형태 : 정규직 수습 기간 3개월 후 전환 심사
• 근무 장소 : 서울시 서초구 효령로101(IK빌딩), 2층 (방배역)
• 4대 보험 가입, 내일채움공제 

[채용 절차]
1차 : 서류 (*이력서, *포트폴리오, *자기소개서, 경력기술서)
2차 : 면접 (퍼블리싱 테스트)","Git
React
Node.js
PHP
Python
AWS
Docker",서울시 서초구 방배천로2길 10 (JBI빌딩) 5층,없음,없음,IK 야간 교통비 자유롭다 연차 점심식사 조건 형태 수습 기간 전환 심사 장소 서울시 서초구 효령로 빌딩 방배역 보험 가입 내일 채우다 공제 이력서 포트폴리오 소개 경력 퍼블리싱 테스트,SI 프로젝트 퍼블리싱 작업 카페 클라이언트 홈페이지 유지 보수 카페 모듈 특화된 커스터 마이 스크립트 작업
웹 퍼블리셔,https://www.wanted.co.kr/wd/119668,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F26340%2Fmifvoqnc3s9qj0t4__1080_790.jpg&w=1000&q=75,웹 퍼블리셔,어반유니온,• 어반코퍼레이션 플랫폼 전반 웹 퍼블리싱,"• 포트폴리오 제출 필수
• 경력 2년 이상
• HTML, CSS(SCSS), Javascript, jQuery 개발
• 웹표준 및 웹 접근성에 대한 이해가 있으신 분","• 관련 학과 전공 (디자인 전공도 환영)
• 기획/디자인/개발과 원활한 커뮤니케이션 가능
• 개발 소스에 대한 이해도 높으신 분
• 디자인 경력 1년 이상
• 디자인 UI 동적 인터랙션 구현에 관심이 많으신 분","• 09:30 ~ 18:30 탄력근무제
• 업무에 필요한 장비 지원
• 업무 관련 자기계발 도서 지원
• 커피 및 간식 지원 (배고플 때 일하다가 힘들 때 언제든지 스낵바를 이용하세요)
• 젊은 조직으로 자유로운 분위기
• 50명이 넘는 직원들로 업무 관련 얘기를 언제든지 편안하게 나눌 수 있어요
• 신규 입사자 온보딩 프로그램으로 회사소개부터 정착까지 팔로우업 해 드려요


* 2022년 8월 4호선 혜화역 인근 사옥으로 이사 예정입니다. 지원에 참고 바랍니다.","Git
React
CSS
HTML
JavaScript
Python
AWS
API
NodeJS",중구 동호로 240 환경빌딩 3층,3615,34,탄력 무제 장비 자기계발 도서 커피 간식 배고프다 힘들다 스낵바 이용 젊다 자유롭다 분위기 얘기 편안하다 신규 온보딩 소개 정착 팔로우 혜화역 인근 이사 예정 바라다,코퍼레이션 플랫폼 전반 퍼블리싱
웹 퍼블리셔,https://www.wanted.co.kr/wd/97161,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F24765%2Fpwi0g1qwsp4svens__1080_790.jpg&w=1000&q=75,웹 퍼블리싱,하나금융파인드,"• 자사 서비스 PC웹 / 모바일 웹 퍼블리싱 및 유지보수
• 웹/앱 UI/UX 디자인 마크업
• 기본스킬: HTML / CSS / Javascript","• 대졸 이상
• 경력 3년 이상","• 하이브리드 웹 개발 경험
• git, Zeplin 활용 경험
• 프론트엔드 개발 경험
• Vue.js 개발 경험","• 하나원데이: 매월1(One)로 끝나는 날 점심시간 2시간
• 파트너십 데이: CEO와 함께하는 소통의 시간, 조기 퇴근권 추첨
• 멘토링 제도: MZ 세대와 함께 하는 가치 공유 리버스 멘토링
• 단체상해보험 가입: 업무 수행 중 발생한 상해는 회사가 365일 보장
• 간식/커피 지원: 무제한 간식과 음료수 및 캡슐커피 무한지원
• 시차출퇴근: 나와 우리 가족을 위한 시차출퇴근 제도
• 조식 지원: 직원 건강을 위한 매주 월요일 아침 제공
• 자율복장: 무더운 여름에는 쿨비즈, 사계절 자율복장
• 생일휴가: 신청서 필요 없는 오후 반차, 선물은 덤으로 증정
• 명절/창립기념일 선물: 즐거운 명절과 창립기념일 푸짐한 선물 전달
• 리프레쉬 제도: 3년마다 5일 유급휴가 50만원 포상금 제공
• 복지포인트: 건강 및 자기개발을 위해 매월 복지 포인트 제공
• 학자금 지원: 미취학 아동, 고등학교, 대학교 자녀 학자금 지원
• 경조금 지원: 함께 기뻐하고 슬퍼하는 경조금 지원
• 건강검진: 직원 우리의 미래, 매년 빵빵한 건강검진 지원(가족 포함)
• 의료비 지원: 직원의 가족도 우리의 가족, 본인 및 가족 의료비 지원
• 자녀 응원 선물: 초등학교 입학 자녀, 고3 수험생 자녀 응원 선물","Zeplin
Git
Github
VueJS
CSS
HTML
Java
JavaScript
CSS3
CSS 자바 스크립트
HTML 5
HTML 이메일
HTML 스크립트","서울특별시 종로구 창경궁로 117, 5층(인의동, 하나손해보험빌딩)",5878,26,One CEO MZ 원데이 매월 끝나다 점심시간 파트너 데이 오다 소통 조기 추첨 멘토링 세대 가치 공유 버스 멘토링 상해 보험 가입 발생 상해 간식 커피 무제한 간식 음료수 캡슐 커피 무한 나오다 가족 조식 건강 매주 월요일 아침 자율 복장 무덥다 여름 비즈 사계절 자율 복장 생일 휴가 신청서 필요 오후 선물 증정 명절 창립 기념일 선물 즐겁다 명절 창립 기념일 푸다 선물 전달 리프 레쉬 유급 휴가 상금 복지 포인트 건강 자기개발 매월 복지 포인트 학자금 미취 아동 고등학교 대학교 자녀 학자금 기쁘다 슬프다 건강검진 미래 매년 빵빵 건강검진 가족 의료 가족 가족 가족 의료 자녀 응원 선물 초등학교 입학 자녀 수험생 자녀 응원 선물,PC UI UX HTML CSS 자사 모바일 퍼블리싱 유지 보수 디자인 마크 스킬
웹 퍼블리셔,https://www.wanted.co.kr/wd/78457,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F12844%2Fkvaie4aq1732gqsy__1080_790.jpg&w=1000&q=75,웹퍼블리셔,알라딘글로벌알앤디센터(Buyaladdin R&D),• Web/App 블록체인 서비스 퍼블리싱,"• 1년이상의 퍼블리싱 경력
• HTML5/css3/javascript","• 디자인 경력이나 UX/UI 디자인에 이해도가 높은 분
• 블록체인 서비스 경험이 있으신 분","• 안정적 근무시간 : 10:00 ~ 18:00  워라밸을 추구하는 근무시간
• 중식제공 : 식대부담을 위한 전 직원 비용 제공
• 간식제공 : 자유롭게 드실 수 있는 스낵바
• 상여금제도 : 경조사, 생일 큰 행사 및 업무, 월1회 우수사원 인센티브 제공
• 각종복리후생 : 야근 식대제공, 야근 수당 제공, 9시 퇴근 택시이용
• 교육비 지원 : 업무관련 필요한 교육 프로그램 교육비 지원","Git
MySQL
CSS
JavaScript
jQuery
HTML5
CSS3","강남구 봉은사로 514, 포스코타워삼성 3층, 4층, 5층",3472,38,안정 근무시간 추구 근무시간 중식 식대 부담 비용 간식 자유롭다 들다 스낵바 상여금 경조사 생일 크다 행사 우수 사원 복리 후생 야근 식대 야근 수당 택시 이용 교육비 교육 교육비,Web App 블록 체인 퍼블리싱
웹 퍼블리셔,https://www.wanted.co.kr/wd/109005,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F30989%2F9fhkvzxrn69fowae__1080_790.jpg&w=1000&q=75,웹 퍼블리셔,테크스페이스,"• BaaSClopi 관련 웹퍼블리싱 작업 (데이터시각화 그래프 개발)
• 차트, 그래프 HTML, CSS 작업 (Power BI 와 비슷하다고 생각하시면 됩니다)","웹퍼블리셔 지원시 포트폴리오는 필수 입니다.
• HTML5, CSS3, javascript 관련 기술 경험이 풍부하신 분
• 크로스 브라우징 및 웹 표준 웹 접근성에 대한 이해와 사용 능력을 갖추신 분
• 반응형 웹 퍼블리싱이 가능하신 분
• SASS/SCSS 가능하신 분
• 후배 열심히 가르치면서 하실 수 있는 분 (후배 분이 간절히 원하고 있습니다)","• 웹에이젼시 근무 경험
• 포토샵, 일러스트, 피그마 사용이 가능하신 분 (피그마 사용량이 더 많습니다)
• 각종 인터렉션 및 애니메이션 효과 구현에 능숙하신 분
• JS 라이브러리, 플러그인에 대한 활용 능력이 있으신 분
• 워드프레스 사용해보신 분","복지 
• 교육비, 도서비 지원 : 직원들의 교육은 회사가 책임지고 있습니다. 
• 탄력근무제 도입 : 원래 다른 회사보다 30분 일찍 퇴근하는 우리 회사였지만 주에 37.5시간만 채우면 되는 탄력근무제가 시행되고 있습니다. 
• 휴가의 이유를 묻지 않아요. 연차는 근로기준법과 내규를 따르고 있으며, 여름휴가도 3일 별도 제공하고 있습니다. 

혜택 
• 야근 절대 지양 : 야근을 하는 직원이 있다면 대표님이 직접 퇴근을 시켜주실거에요.  
• 간식은 내가 먹고싶은 걸로! 한달에 한번 간식을 시키고 있습니다.","Github
MySQL
JavaScript
Node.js
HTML5
CSS3
SASS","서울특별시 강서구 공항대로 222 1015호, 1016호 (W타워)",3571,7,복지 교육비 도서 교육 책임지다 탄력 무제 도입 원래 일찍 채우다 탄력 무제 시행 휴가 이유 묻다 연차 근로기준법 내규 여름 휴가 별도 혜택 야근 절대 야근 대표 직접 간식 먹다 간식,BaaSClopi HTML CSS Power BI 퍼블리싱 작업 데이터시각화 그래프 차트 그래프 작업 오다
웹 퍼블리셔,https://www.wanted.co.kr/wd/30420,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F9416%2Fnptveno4swttnf5v__1080_790.jpg&w=1000&q=75,웹(React) 개발자,클라썸,"- 클라썸의 빠른 성장에 따른 확장성 있고 생산성 있는 웹 개발
- 다양한 디바이스 환경을 고려한 반응형 웹 개발","- 2년 이상의 웹 개발 경력이 있거나 그에 준하는 실력을 갖추신 분 (경력 지원자의 경우)
- HTML, CSS, JavaScript/TypeScript에 능숙하신 분
- React, Redux 사용 경험이 있는 분
- Git을 통한 버전 관리에 능숙하신 분
- Functional Component 활용에 능숙하신 분

채용 절차: 서류 - 면접 - 레퍼런스 체크 - 최종 결과 안내
*직군에 따라 과제, 면접 등이 추가될 수 있습니다.","- Sass(SCSS) 사용에 능숙하신 분
- 모듈화, 테스트, 유지보수가 용이한 코드에 대한 이해를 갖춘 분
- 웹 표준 및 반응형 디자인을 고려한 UI 에 대한 이해를 갖춘 분
- 웹 페이지의 퍼포먼스와 최적화에 대한 문제를 경험하고, 이를 해결한 경험이 있는 분
- 여러 국가에 걸쳐 서비스를 운영/배포한 경험이 있는 분



＜함께 하고 싶은 분＞

- 단위테스트, 기능테스트, 종단테스트, 빌드 자동화, 지속적 통합에 관심이 많은 분
- 자유로운 근무환경에서 스스로의 목표와 일정을 관리할 수 있는 분
- 배움에 대한 열정을 갖고, 지속적이고 효과적으로 피드백을 주고 받는 분
- 맡은 작업에 대한 오너십을 갖고, 이를 완성시키는 일에 열정이 있는 분","• 개인 별 라이프 스타일에 따른 자율 출근 (8am~10am)
• 최고의 접근성 (강남역 3번 출구 1분 거리에 있는 사무실)
• 휴식 공간 (자유롭게 사용할 수 있는 안마의자, 시리얼바, 맥주탭, 커피 머신, 라운지 등
• 도서비 지원
• 교육비 지원(직무교육, 비즈니스영어교육)
• 직무관련 세미나, 웨비나, 컨퍼런스 등 지원
• Chapter(챕터) 별 Inspiration Day
   - 영감을 얻을 수 있는 액티비티를 Chapter 별로 자유롭게 기획할 수 있습니다. 물론 액티비티 비용도 지원해요.
• Squad 회식비 & Division 랜덤 런치 지원
• 리프레시 휴가
• 심리상담비 지원
   -전문 상담사와 1:1로 힐링 대화를 나눌 수 있어요. 전화 혹은 직접 방문할 수도 있어요.
• Guest Talk
   - 4개월에 한 번씩 새로운 영감을 줄 수 있는 Guest Speaker를 초대해요. 듣고 싶은 강연 주제가 있다면 언제든 환영이에요!)
• 다양한 간식 :도넛: (Feat. 커피머신 & 발뮤다 토스터기)
  - 간식 트레이에서 과자, 에너지바, 초콜렛 등을 마음껏 즐겨요.
  - 커피머신, 우유, 콤부차, 홍차, 시리얼이 늘 준비되어 있어요.
  - 발뮤다 토스터기(미니 오븐)와 누텔라, 딸기잼, 땅콩잼, 버터도 준비 완료!
• 명절선물/ 휴가","TypeScript
AWS
NodeJS",강남구 테헤란로2길 27 비전타워 1401호,3924,42,am am Chapter Day Chapter Squad Division Guest Talk Guest Speaker Feat 개인 라이프 스타일 자율 최고 접근성 강남역 출구 거리 휴식 공간 자유롭다 안마 의자 시리얼 맥주 커피 머신 라운지 도서 교육비 직무 교육 비즈니스 영어 교육 직무 세미나 웨비 컨퍼런스 채다 영감 얻다 티비 별로 자유롭다 기획 티비 비용 회식비 랜덤 런치 리프 레시 휴가 심리상담 전문 상담사 힐링 대화 전화 직접 방문 수도 새롭다 영감 초대 듣다 싶다 강연 주제가 환영 다양하다 간식 도넛 커피 머신 발뮤 토스터 간식 트레이 과자 에너지 초콜렛 마음껏 즐기다 커피 머신 우유 부차 홍차 시리얼 준비 발뮤 토스터 미니 오븐 오다 누텔라 딸기 땅콩 버터 준비 완료 명절 선물 휴가,크다 빠르다 성장 확장 생산 다양하다 디바이스 고려 반응
웹 퍼블리셔,https://www.wanted.co.kr/wd/115785,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F2854%2Fi4yjkzs6qr590riy__1080_790.jpg&w=1000&q=75,퍼블리셔,머스트잇,• 머스트잇 신규 서비스 제작(퍼블리싱) 및 유지 보수,"• 웹퍼블리싱 신입 및 경력 4~8년
• 반응형 / 적응형 이해 및 제작 가능자
• 인터렉티브 애니메이션 구현 가능자
• Javascript (ES5, ES6) / jQuery / scss / git 사용 가능자
• vue, php 개발 환경에서의 프로젝트 수행 경험(React, Angular)
• UI, UX에 대한 이해도가 높고 새로운 기술에 대한 오픈 마인드인 분","• 패션/명품 e-커머스 플랫폼 근무 경력자
• 대인관계 및 커뮤니케이션 능력이 좋은 분","• 선택한 시간에 출퇴근할 수 있는 시차출퇴근제
• 1시간 단위 연차사용
• 매주 화, 수, 목 점심제공(케이터링)
• 매 3년 근속마다 안식 휴가 및 근속 포상
• 매년 1회 고급 건강검진 지원
• 업무 관련 교육(세미나) 지원, 도서 비용 지원, 취미 도서를 위한 e-book 지원
• 경조휴가 및 경조금
• 머스트잇 임직원 할인(온/오프라인)
• 휴양소(호텔 & 리조트) 할인 지원
• 영유아자녀수당
• 생일 축하선물 및 조기퇴근","iOS
Swift
MVVM",압구정로148,4326,104,book 단위 연차 매주 점심 케이 터링 근속 안식 휴가 근속 포상 매년 고급 건강검진 교육 세미나 도서 비용 취미 도서 조휴 머스트 잇다 할인 오프라인 휴양 호텔 리조트 할인 유아 자녀수당 생일 축하 선물 조기,머스트 잇다 신규 제작 퍼블리싱 유지 보수
웹 퍼블리셔,https://www.wanted.co.kr/wd/85837,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F1602%2Fpgpwxuyjq8xnxef2__1080_790.jpg&w=1000&q=75,[병역특례 보충역] 프론트엔드 개발자,넛지헬스케어(캐시워크),ㆍ프로젝트 신규 기능 개발 및 유지보수,"• 병역특례 보충역
• IT 전공자
• 고졸 ~ 석사
• 해당직무 근무경험","• 슬랙을 이용한 커뮤니케이션 경험
• 원활한 커뮤니케이션 능력","• 프리미엄 프라이데이 운영 (매월 마지막 주 금요일 오전 근무만)
• 죠샌드위치 역삼키토선생점 직원 할인가 제공 (50% 할인)
• 식대 지급 및 복지포인트 제공
• 스낵바 (음료, 스낵 등이 무한 제공)
• 생일 당일 선물 선택 및 오후 반차 제공
• 창립기념일 특별 휴가 제공 (매년 7월 27일)
• 자유로운 연차 사용 분위기 ⇒ 미사용 연차는 수당으로 지급
• 강남 유명 피부과 제휴 (모든 시술 50% 할인 혜택 제공)
• 자유 복장, 회식 및 야근 강요 없음
• 쾌적한 사무실 환경 (신사옥 이전)
• 경조 휴가 및 경조사비 지원
• 개발에 필요한 최신형 개인 장비 제공 (맥북 프로 M1, 듀얼 모니터 등)
• 해외 컨퍼런스 지원 (참가비/항공료/숙박비용 등)
  -＞ 백엔드 개발자 : AWS re:Invent
  -＞ 웹 프론트엔드 개발자 : Facebook F8
  -＞ 안드로이드 개발자 : Google I/O
  -＞ iOS 개발자 : WWDC","Git
Github
Android
Google Cloud Platform
iOS
Java
JavaScript
Kotlin
Node.js
Python
R
SQL
Google Analytics
AWS
NodeJS
Spring Framework
Google Apps
Android Studio",서울특별시 강남구 역삼로 136,3730,126,AWS re Invent Facebook Google iOS WWDC 프리미엄 프라이데이 매월 마지막 금요일 오전 샌드위치 역삼 키토 선생 할인 할인 식대 복지 포인트 스낵바 음료 스낵 무한 생일 당일 선물 오후 창립 기념일 특별 휴가 매년 자유롭다 연차 분위기 미사 연차 수당 강남 유명 피부 제휴 시술 할인 혜택 자유 복장 회식 야근 강요 쾌적하다 이전 경조 휴가 사비 최신 개인 장비 맥북 프로 듀얼 모니터 해외 컨퍼런스 참가 항공 숙박 비용 백엔드 개발자 프론트엔드 개발자 안드로이드 개발자 개발자,프로젝트 신규 유지 보수
